time_s,ch0_adc,ch1_adc,ch2_adc,ch3_adc,tmin_adc,tmax_adc
6.00164794921875,1410,1388,1407,1373,1200,2000
6.067713022232056,1456,1394,1402,1444,1200,2000
6.132267951965332,1496,1492,1474,1448,1200,2000
6.202380895614624,1522,1515,1508,1544,1200,2000
6.260434865951538,1555,1546,1543,1586,1200,2000
6.319662809371948,1588,1646,1662,1614,1200,2000
6.379477024078369,1705,1702,1706,1694,1200,2000
6.43731689453125,1688,1699,1743,1696,1200,2000
6.491816997528076,1799,1791,1791,1732,1200,2000
6.550559043884277,1842,1836,1766,1799,1200,2000
6.606199026107788,1887,1829,1833,1853,1200,2000
6.662454128265381,1880,1880,1925,1872,1200,2000
6.71896505355835,1935,1948,1923,1913,1200,2000
6.775978088378906,1969,1990,1969,1974,1200,2000
6.834877014160156,2023,2055,2010,2040,1200,2000
6.897834062576294,2113,2094,2095,2127,1200,2000
6.963924884796143,2169,2111,2108,2147,1200,2000
7.022423028945923,2228,2175,2168,2160,1200,2000
7.0809338092803955,2264,2219,2271,2263,1200,2000
7.159900903701782,2313,2308,2283,2269,1200,2000
7.338125944137573,2476,2413,2407,2475,1200,2000
7.431596040725708,2503,2504,2482,2546,1200,2000
7.547534942626953,2597,2573,2637,2637,1200,2000
7.6458330154418945,2513,2519,2583,2525,1200,2000
7.702188968658447,2516,2457,2513,2462,1200,2000
7.7513039112091064,2467,2459,2438,2462,1200,2000
7.800061941146851,2380,2418,2410,2420,1200,2000
7.848628997802734,2351,2325,2368,2341,1200,2000
7.893378734588623,2282,2301,2292,2302,1200,2000
7.933488845825195,2304,2279,2260,2271,1200,2000
7.979445934295654,2240,2211,2261,2251,1200,2000
8.027509927749634,2170,2218,2183,2236,1200,2000
8.061890125274658,2197,2160,2177,2200,1200,2000
8.091291904449463,2130,2176,2170,2184,1200,2000
8.130967855453491,2120,2100,2138,2135,1200,2000
8.163461923599243,2058,2074,2087,2102,1200,2000
8.214316129684448,2011,2015,2038,2000,1200,2000
8.272593975067139,2006,1984,1985,2013,1200,2000
8.314103126525879,1936,1981,1970,1946,1200,2000
8.359251022338867,1938,1876,1937,1871,1200,2000
8.40575385093689,1839,1826,1873,1848,1200,2000
8.453157901763916,1844,1796,1824,1808,1200,2000
8.488672018051147,1812,1811,1766,1817,1200,2000
8.518434047698975,1772,1779,1727,1737,1200,2000
8.559953927993774,1693,1739,1696,1702,1200,2000
8.595256805419922,1666,1709,1703,1712,1200,2000
8.628802061080933,1707,1674,1701,1631,1200,2000
8.6872718334198,1655,1638,1623,1636,1200,2000
8.738765716552734,1600,1579,1544,1542,1200,2000
8.78891396522522,1500,1510,1514,1553,1200,2000
8.83900499343872,1475,1502,1502,1440,1200,2000
8.879760980606079,1417,1437,1401,1405,1200,2000
8.930692911148071,1433,1451,1436,1485,1200,2000
8.98191785812378,1508,1479,1548,1487,1200,2000
9.03120493888855,1593,1568,1540,1520,1200,2000
9.077252864837646,1566,1554,1591,1622,1200,2000
9.123747825622559,1665,1637,1610,1613,1200,2000
9.167646884918213,1702,1646,1696,1648,1200,2000
9.206583738327026,1708,1719,1678,1696,1200,2000
9.241293907165527,1731,1705,1715,1726,1200,2000
9.294839143753052,1793,1802,1736,1798,1200,2000
9.343271017074585,1715,1700,1754,1760,1200,2000
9.390354871749878,1657,1652,1650,1687,1200,2000
9.43625807762146,1646,1645,1679,1678,1200,2000
9.476351976394653,1610,1611,1641,1576,1200,2000
9.525193929672241,1545,1584,1561,1522,1200,2000
9.572582960128784,1554,1504,1527,1492,1200,2000
9.622352838516235,1502,1447,1458,1463,1200,2000
9.657511949539185,1463,1470,1429,1407,1200,2000
9.691349983215332,1404,1417,1426,1411,1200,2000
9.73439908027649,1338,1386,1379,1399,1200,2000
9.775272846221924,1373,1341,1329,1334,1200,2000
9.822157859802246,1308,1291,1305,1289,1200,2000
9.8694589138031,1270,1263,1232,1210,1200,2000
9.910530090332031,1241,1180,1205,1230,1200,2000
9.957175016403198,1131,1166,1189,1135,1200,2000
10.002992868423462,1153,1131,1143,1134,1200,2000
10.044328927993774,1084,1113,1057,1119,1200,2000
10.088306903839111,1089,1020,1049,1011,1200,2000
10.133009910583496,1032,1047,980,1016,1200,2000
10.172971963882446,941,938,989,949,1200,2000
10.205124855041504,913,959,981,952,1200,2000
10.25496792793274,880,894,937,928,1200,2000
10.302710056304932,832,883,831,852,1200,2000
10.34784197807312,852,824,815,798,1200,2000
10.389110088348389,891,827,861,813,1200,2000
10.43283987045288,895,864,916,894,1200,2000
10.474677085876465,946,884,906,891,1200,2000
10.519542932510376,966,976,929,990,1200,2000
10.565494060516357,1032,1003,962,979,1200,2000
10.61502194404602,1017,1007,997,1033,1200,2000
10.664836883544922,1070,1066,1100,1068,1200,2000
10.701933860778809,1070,1068,1121,1104,1200,2000
10.74890398979187,1146,1105,1159,1118,1200,2000
10.795488119125366,1209,1198,1212,1175,1200,2000
10.843685865402222,1196,1240,1181,1208,1200,2000
10.884755849838257,1219,1226,1244,1213,1200,2000
10.93143081665039,1320,1322,1292,1306,1200,2000
10.983351707458496,1329,1331,1295,1321,1200,2000
11.030635118484497,1355,1357,1349,1403,1200,2000
11.079065799713135,1385,1379,1388,1414,1200,2000
11.121894836425781,1461,1477,1460,1474,1200,2000
11.16454291343689,1424,1442,1414,1413,1200,2000
11.203544855117798,1429,1421,1440,1437,1200,2000
11.232460021972656,1412,1368,1393,1412,1200,2000
11.273298978805542,1343,1323,1351,1338,1200,2000
11.325768947601318,1320,1274,1332,1327,1200,2000
11.372885942459106,1304,1300,1267,1282,1200,2000
11.420482873916626,1222,1202,1204,1220,1200,2000
11.46557092666626,1148,1158,1203,1178,1200,2000
11.507277727127075,1145,1149,1161,1163,1200,2000
11.553354024887085,1068,1104,1071,1132,1200,2000
11.60661506652832,1042,1050,1070,1059,1200,2000
11.654752016067505,977,976,1004,1045,1200,2000
11.698498010635376,944,967,968,966,1200,2000
11.74366807937622,964,892,912,898,1200,2000
11.791014909744263,914,884,902,884,1200,2000
11.833518743515015,924,910,883,932,1200,2000
11.875964879989624,977,971,960,955,1200,2000
11.916292905807495,975,969,971,1024,1200,2000
11.965014934539795,1011,1019,1035,1003,1200,2000
12.014184951782227,1053,1082,1037,1077,1200,2000
12.062094926834106,1075,1073,1114,1138,1200,2000
12.106714963912964,1175,1155,1129,1119,1200,2000
12.149728059768677,1199,1204,1196,1151,1200,2000
12.199193954467773,1117,1103,1097,1158,1200,2000
12.246772050857544,1092,1104,1073,1062,1200,2000
12.293205976486206,1077,1035,1044,1019,1200,2000
12.335032939910889,1014,994,1030,1027,1200,2000
12.388165950775146,945,997,963,967,1200,2000
12.442017078399658,884,900,950,876,1200,2000
12.489272832870483,883,910,906,875,1200,2000
12.535340070724487,851,860,802,795,1200,2000
12.618948936462402,776,732,793,738,1200,2000
12.661795854568481,681,689,746,746,1200,2000
12.700204133987427,703,677,718,714,1200,2000
12.747076749801636,645,642,605,638,1200,2000
12.794795989990234,610,607,558,575,1200,2000
12.837764978408813,549,516,559,556,1200,2000
12.88701581954956,512,511,472,536,1200,2000
12.93408489227295,585,515,555,559,1200,2000
12.980552911758423,611,580,550,552,1200,2000
13.03036093711853,641,647,594,652,1200,2000
13.089233875274658,663,661,641,641,1200,2000
13.14208197593689,716,677,705,684,1200,2000
13.194456815719604,755,743,754,792,1200,2000
13.25126600265503,769,824,786,794,1200,2000
13.306868076324463,815,844,829,889,1200,2000
13.357311964035034,893,869,875,902,1200,2000
13.417557001113892,958,967,934,957,1200,2000
13.472337007522583,885,865,891,884,1200,2000
13.536656856536865,810,840,799,819,1200,2000
13.59741997718811,794,804,737,793,1200,2000
13.653088092803955,694,734,683,754,1200,2000
13.70858097076416,711,644,660,649,1200,2000
13.785362005233765,581,591,643,578,1200,2000
13.839647054672241,637,591,591,599,1200,2000
13.894492864608765,618,624,648,671,1200,2000
13.94716501235962,721,709,721,677,1200,2000
14.000854969024658,716,715,739,753,1200,2000
14.05262804031372,775,763,759,770,1200,2000
14.106837034225464,787,833,803,838,1200,2000
14.158462047576904,879,839,817,817,1200,2000
14.209716081619263,888,856,906,928,1200,2000
14.265980005264282,939,900,947,933,1200,2000
14.320267915725708,875,885,862,892,1200,2000
14.37054181098938,808,776,792,807,1200,2000
14.425806760787964,807,749,804,740,1200,2000
14.46997880935669,705,753,693,724,1200,2000
14.51986575126648,704,658,659,680,1200,2000
14.562341928482056,670,677,670,635,1200,2000
14.617310047149658,608,590,602,623,1200,2000
14.668983697891235,514,542,505,527,1200,2000
14.725970983505249,512,519,501,505,1200,2000
14.768844842910767,497,535,575,572,1200,2000
14.818537950515747,541,595,547,558,1200,2000
14.868124961853027,603,636,649,607,1200,2000
14.918421030044556,694,656,621,621,1200,2000
14.980151891708374,722,692,714,692,1200,2000
15.024495840072632,702,738,715,732,1200,2000
15.079030990600586,774,748,816,750,1200,2000
15.130460023880005,836,803,811,786,1200,2000
15.180734872817993,861,884,880,885,1200,2000
15.233680963516235,914,928,936,930,1200,2000
15.285292148590088,955,926,980,937,1200,2000
15.331521987915039,954,1000,987,1007,1200,2000
15.381526947021484,1065,1056,1047,1053,1200,2000
15.430876970291138,1032,1103,1035,1074,1200,2000
15.479840993881226,995,1034,999,993,1200,2000
15.52944278717041,993,991,974,999,1200,2000
15.579675912857056,954,914,900,902,1200,2000
15.631968975067139,868,908,867,888,1200,2000
15.681809902191162,804,850,828,806,1200,2000
15.731626033782959,757,767,824,822,1200,2000
15.779526948928833,787,736,784,761,1200,2000
15.828468084335327,734,678,690,678,1200,2000
15.880132913589478,694,656,639,650,1200,2000
15.932227849960327,583,581,640,617,1200,2000
15.981452703475952,587,586,556,555,1200,2000
16.0313401222229,487,544,487,488,1200,2000
16.082051753997803,504,517,516,447,1200,2000
16.132356882095337,458,398,472,393,1200,2000
16.18350386619568,426,413,429,427,1200,2000
16.23873496055603,546,407,378,436,1200,2000
16.30013394355774,695,361,409,371,1200,2000
16.357488870620728,856,387,431,440,1200,2000
16.401156902313232,933,537,397,412,1200,2000
16.451427936553955,1059,666,395,383,1200,2000
16.501710891723633,1177,748,384,380,1200,2000
16.55324912071228,1275,903,403,400,1200,2000
16.603492975234985,1395,1011,492,394,1200,2000
16.653634071350098,1527,1122,633,364,1200,2000
16.704688787460327,1611,1237,787,400,1200,2000
16.756335973739624,1791,1348,916,451,1200,2000
16.807059049606323,1929,1444,1044,572,1200,2000
16.858893871307373,2045,1601,1121,655,1200,2000
16.910733938217163,2175,1732,1234,833,1200,2000
16.948148012161255,2236,1814,1379,922,1200,2000
16.98119306564331,2312,1904,1443,977,1200,2000
17.02761697769165,2415,2038,1526,1081,1200,2000
17.080595016479492,2550,2167,1642,1199,1200,2000
17.131181716918945,2638,2288,1815,1370,1200,2000
17.18614411354065,2817,2350,1910,1495,1200,2000
17.24109697341919,2910,2509,2033,1594,1200,2000
17.30094075202942,3077,2665,2167,1752,1200,2000
17.356300830841064,3077,2603,2300,1843,1200,2000
17.40853786468506,2983,2563,2233,1879,1200,2000
17.462552785873413,2973,2537,2233,1807,1200,2000
17.5160231590271,2923,2493,2146,1807,1200,2000
17.56802797317505,2857,2443,2107,1694,1200,2000
17.622102975845337,2806,2339,2059,1676,1200,2000
17.675519943237305,2781,2328,2052,1647,1200,2000
17.726825952529907,2753,2257,1950,1542,1200,2000
17.78003478050232,2701,2225,1929,1536,1200,2000
17.83489680290222,2602,2172,1842,1487,1200,2000
17.890377044677734,2610,2113,1825,1445,1200,2000
17.94641375541687,2552,2106,1794,1351,1200,2000
18.007043838500977,2451,1977,1709,1288,1200,2000
18.064096927642822,2440,1976,1672,1259,1200,2000
18.11963701248169,2342,1922,1597,1209,1200,2000
18.176383018493652,2339,1833,1548,1195,1200,2000
18.227949857711792,2293,1811,1522,1132,1200,2000
18.279719829559326,2202,1740,1505,1111,1200,2000
18.33769702911377,2160,1711,1397,1070,1200,2000
18.399110794067383,2150,1660,1358,940,1200,2000
18.452409744262695,2062,1582,1318,891,1200,2000
18.50752592086792,2014,1569,1247,898,1200,2000
18.561434984207153,1958,1548,1250,845,1200,2000
18.61480975151062,1902,1443,1185,781,1200,2000
18.66960382461548,1927,1444,1146,723,1200,2000
18.718947887420654,1963,1424,1151,801,1200,2000
18.77139401435852,1980,1517,1188,842,1200,2000
18.823919773101807,2042,1514,1262,827,1200,2000
18.87675380706787,2077,1613,1278,899,1200,2000
18.930572032928467,2132,1600,1346,910,1200,2000
18.982326984405518,2167,1658,1414,1019,1200,2000
19.034985065460205,2177,1672,1408,1041,1200,2000
19.08907389640808,2231,1737,1464,1071,1200,2000
19.147003889083862,2299,1833,1471,1123,1200,2000
19.201103925704956,2296,1870,1566,1172,1200,2000
19.253809928894043,2356,1875,1622,1215,1200,2000
19.30526375770569,2415,1901,1663,1228,1200,2000
19.359766960144043,2408,2002,1663,1283,1200,2000
19.41086173057556,2446,1996,1705,1285,1200,2000
19.465457916259766,2526,2052,1799,1348,1200,2000
19.512550830841064,2528,2089,1786,1386,1200,2000
19.55663275718689,2616,2111,1803,1435,1200,2000
19.609586000442505,2632,2129,1836,1501,1200,2000
19.65679693222046,2684,2177,1910,1508,1200,2000
19.69904375076294,2683,2266,1978,1545,1200,2000
19.752706050872803,2716,2252,2000,1558,1200,2000
19.80690574645996,2815,2339,1995,1672,1200,2000
19.85597014427185,2802,2364,2074,1688,1200,2000
19.906319856643677,2898,2418,2103,1681,1200,2000
19.95616102218628,2892,2441,2186,1727,1200,2000
20.004173755645752,2989,2495,2201,1759,1200,2000
20.05245804786682,3009,2548,2243,1843,1200,2000
20.104185819625854,2925,2461,2187,1763,1200,2000
20.154051780700684,2914,2453,2175,1707,1200,2000
20.201722860336304,2899,2383,2057,1730,1200,2000
20.249737977981567,2797,2358,2020,1687,1200,2000
20.297757863998413,2804,2275,2032,1630,1200,2000
20.340593814849854,2728,2297,1952,1552,1200,2000
20.395206928253174,2686,2223,1900,1554,1200,2000
20.435882091522217,2650,2201,1861,1482,1200,2000
20.485183000564575,2635,2104,1849,1476,1200,2000
20.52997088432312,2545,2072,1809,1394,1200,2000
20.57944393157959,2504,2043,1794,1350,1200,2000
20.629992961883545,2507,2029,1705,1298,1200,2000
20.678262948989868,2471,1958,1627,1313,1200,2000
20.728294849395752,2375,1896,1646,1234,1200,2000
20.7774920463562,2361,1871,1546,1196,1200,2000
20.823803901672363,2341,1869,1504,1154,1200,2000
20.867671728134155,2228,1786,1466,1081,1200,2000
20.916024923324585,2239,1757,1415,1031,1200,2000
20.96554708480835,2159,1693,1435,1034,1200,2000
21.01449990272522,2145,1678,1373,978,1200,2000
21.064377784729004,2121,1585,1310,896,1200,2000
21.11849880218506,2031,1593,1283,904,1200,2000
21.166170835494995,2031,1496,1239,834,1200,2000
21.214884757995605,1912,1496,1156,782,1200,2000
21.265681982040405,1893,1447,1104,722,1200,2000
21.314405918121338,1863,1372,1078,670,1200,2000
21.363842010498047,1855,1372,1055,683,1200,2000
21.412362098693848,1737,1336,969,601,1200,2000
21.463501930236816,1696,1262,996,556,1200,2000
21.514254808425903,1722,1233,910,497,1200,2000
21.56404399871826,1733,1245,955,567,1200,2000
21.613408088684082,1776,1283,970,617,1200,2000
21.66214084625244,1830,1298,1073,648,1200,2000
21.71124792098999,1877,1350,1083,710,1200,2000
21.76102876663208,1870,1434,1132,688,1200,2000
21.810647010803223,1902,1418,1155,750,1200,2000
21.861156940460205,1976,1514,1179,826,1200,2000
21.91087007522583,2021,1544,1228,809,1200,2000
21.96158480644226,2055,1590,1308,887,1200,2000
22.013993978500366,2117,1606,1311,904,1200,2000
22.063705921173096,2135,1619,1319,946,1200,2000
22.113610982894897,2193,1708,1359,1040,1200,2000
22.164244890213013,2171,1765,1428,1007,1200,2000
22.214625120162964,2265,1764,1442,1107,1200,2000
22.266454935073853,2284,1848,1511,1134,1200,2000
22.317429065704346,2328,1815,1531,1158,1200,2000
22.37032389640808,2356,1890,1578,1204,1200,2000
22.42455291748047,2406,1967,1665,1232,1200,2000
22.474726915359497,2480,1988,1723,1273,1200,2000
22.525256872177124,2526,1994,1740,1353,1200,2000
22.573745012283325,2503,2084,1793,1408,1200,2000
22.62450098991394,2605,2099,1768,1436,1200,2000
22.673737049102783,2572,2131,1857,1439,1200,2000
22.72370481491089,2620,2148,1914,1497,1200,2000
22.7762188911438,2658,2257,1959,1538,1200,2000
22.825316905975342,2739,2244,1995,1612,1200,2000
22.877997875213623,2776,2270,2037,1632,1200,2000
22.92728590965271,2844,2368,2015,1642,1200,2000
22.976807832717896,2817,2344,2109,1689,1200,2000
23.02877688407898,2895,2421,2145,1726,1200,2000
23.093097925186157,2974,2483,2148,1792,1200,2000
23.154103755950928,2984,2536,2192,1828,1200,2000
23.205957889556885,2948,2433,2197,1780,1200,2000
23.257527828216553,2935,2398,2163,1774,1200,2000
23.306668996810913,2840,2372,2094,1684,1200,2000
23.35765504837036,2846,2303,2039,1659,1200,2000
23.40756893157959,2743,2254,1958,1609,1200,2000
23.458730936050415,2713,2222,1987,1576,1200,2000
23.515532732009888,2629,2215,1906,1480,1200,2000
23.571058988571167,2583,2111,1809,1483,1200,2000
23.622023820877075,2571,2059,1786,1406,1200,2000
23.673688888549805,2544,2085,1726,1387,1200,2000
23.72762393951416,2450,1967,1741,1304,1200,2000
23.781763792037964,2430,1922,1693,1295,1200,2000
23.831140756607056,2360,1878,1614,1231,1200,2000
23.884889841079712,2342,1840,1561,1176,1200,2000
23.945063829421997,2270,1808,1497,1158,1200,2000
24.00645399093628,2211,1769,1494,1047,1200,2000
24.062870979309082,2185,1724,1433,1015,1200,2000
24.117745876312256,2131,1688,1387,972,1200,2000
24.16902995109558,2048,1568,1280,942,1200,2000
24.220578908920288,2096,1607,1383,964,1200,2000
24.2725350856781,2192,1698,1396,993,1200,2000
24.324404001235962,2218,1747,1422,1072,1200,2000
24.375332832336426,2216,1752,1511,1083,1200,2000
24.424023866653442,2262,1840,1500,1085,1200,2000
24.473240852355957,2288,1839,1574,1152,1200,2000
24.522610902786255,2340,1851,1573,1207,1200,2000
24.57210087776184,2388,1933,1628,1236,1200,2000
24.62254786491394,2403,1934,1643,1294,1200,2000
24.67207407951355,2495,2007,1697,1322,1200,2000
24.723342895507812,2539,2011,1777,1388,1200,2000
24.77383303642273,2592,2123,1816,1399,1200,2000
24.823433876037598,2584,2087,1831,1409,1200,2000
24.869971990585327,2677,2191,1835,1483,1200,2000
24.91981077194214,2666,2178,1915,1492,1200,2000
24.966422080993652,2704,2249,1939,1558,1200,2000
25.017181873321533,2789,2312,2012,1566,1200,2000
25.076653003692627,2839,2309,1995,1674,1200,2000
25.13339591026306,2813,2410,2067,1716,1200,2000
25.185423851013184,2890,2442,2130,1748,1200,2000
25.239452838897705,2907,2500,2190,1807,1200,2000
25.289496898651123,2920,2431,2106,1696,1200,2000
25.338968753814697,2822,2378,2058,1693,1200,2000
25.388659954071045,2818,2297,2045,1644,1200,2000
25.43831491470337,2761,2322,2020,1574,1200,2000
25.482474088668823,2717,2220,1915,1595,1200,2000
25.531972885131836,2676,2188,1943,1480,1200,2000
25.584300994873047,2657,2119,1838,1444,1200,2000
25.63732886314392,2586,2064,1811,1403,1200,2000
25.69088387489319,2488,2074,1772,1382,1200,2000
25.743016004562378,2484,2003,1732,1346,1200,2000
25.797741174697876,2426,1940,1698,1297,1200,2000
25.850138902664185,2387,1909,1592,1232,1200,2000
25.90051293373108,2372,1835,1542,1194,1200,2000
25.951189041137695,2310,1781,1555,1145,1200,2000
26.000844717025757,2276,1743,1504,1065,1200,2000
26.050866842269897,2203,1702,1420,1019,1200,2000
26.102720022201538,2120,1708,1356,997,1200,2000
26.152554988861084,2149,1644,1309,965,1200,2000
26.2028968334198,2069,1559,1336,889,1200,2000
26.25362205505371,2031,1574,1260,851,1200,2000
26.304040908813477,2010,1528,1205,845,1200,2000
26.353611946105957,1954,1424,1200,798,1200,2000
26.403751850128174,1917,1440,1100,736,1200,2000
26.454077005386353,1823,1390,1035,697,1200,2000
26.505656719207764,1758,1314,987,595,1200,2000
26.558044910430908,1758,1296,1007,625,1200,2000
26.607521057128906,1692,1238,915,510,1200,2000
26.66321301460266,1655,1169,858,525,1200,2000
26.716180086135864,1700,1196,941,514,1200,2000
26.768760919570923,1725,1243,987,594,1200,2000
26.820727109909058,1755,1318,1052,612,1200,2000
26.871798038482666,1788,1331,1025,696,1200,2000
26.923625946044922,1840,1349,1061,731,1200,2000
26.976118087768555,1924,1389,1111,703,1200,2000
27.027414083480835,1922,1440,1175,797,1200,2000
27.082525968551636,1956,1486,1216,802,1200,2000
27.13874888420105,2066,1555,1296,860,1200,2000
27.19315481185913,2077,1636,1271,884,1200,2000
27.247294902801514,2081,1670,1319,954,1200,2000
27.294360876083374,2171,1652,1405,1014,1200,2000
27.348673105239868,2214,1713,1455,1049,1200,2000
27.399317026138306,2228,1774,1450,1072,1200,2000
27.449366092681885,2243,1798,1506,1143,1200,2000
27.500892877578735,2285,1813,1580,1138,1200,2000
27.55217480659485,2343,1914,1587,1188,1200,2000
27.603779792785645,2398,1917,1621,1226,1200,2000
27.65430498123169,2445,2000,1691,1326,1200,2000
27.704155921936035,2486,2038,1722,1319,1200,2000
27.756567001342773,2517,2041,1727,1381,1200,2000
27.81255793571472,2603,2122,1819,1397,1200,2000
27.871996879577637,2635,2186,1889,1466,1200,2000
27.925023078918457,2664,2184,1881,1483,1200,2000
27.975149869918823,2721,2247,1926,1530,1200,2000
28.02852988243103,2745,2280,2009,1555,1200,2000
28.081254959106445,2748,2307,2038,1599,1200,2000
28.13244390487671,2742,2300,2026,1587,1200,2000
28.18330693244934,2735,2221,1937,1586,1200,2000
28.234960794448853,2663,2229,1872,1477,1200,2000
28.285799980163574,2653,2162,1882,1486,1200,2000
28.335082054138184,2605,2139,1833,1419,1200,2000
28.385244846343994,2532,2056,1728,1366,1200,2000
28.435175895690918,2463,2031,1711,1334,1200,2000
28.487807989120483,2479,1937,1698,1269,1200,2000
28.54042887687683,2394,1944,1593,1225,1200,2000
28.589730739593506,2389,1852,1558,1151,1200,2000
28.643130779266357,2273,1813,1516,1139,1200,2000
28.696838855743408,2264,1761,1493,1060,1200,2000
28.743161916732788,2240,1756,1471,1015,1200,2000
28.797592878341675,2183,1684,1410,1001,1200,2000
28.848206758499146,2091,1632,1317,916,1200,2000
28.898786783218384,2057,1654,1322,945,1200,2000
28.949846982955933,2157,1630,1400,990,1200,2000
29.00283193588257,2161,1680,1435,1016,1200,2000
29.054468870162964,2217,1779,1475,1073,1200,2000
29.10520887374878,2231,1775,1520,1089,1200,2000
29.153005838394165,2261,1847,1548,1141,1200,2000
29.200795888900757,2324,1850,1567,1159,1200,2000
29.251003980636597,2375,1915,1621,1187,1200,2000
29.30079698562622,2436,1957,1611,1287,1200,2000
29.350498914718628,2452,2014,1716,1319,1200,2000
29.401758909225464,2497,2061,1706,1309,1200,2000
29.45160984992981,2512,2025,1784,1347,1200,2000
29.503511905670166,2610,2106,1834,1453,1200,2000
29.560889959335327,2644,2159,1833,1483,1200,2000
29.613382816314697,2648,2232,1860,1538,1200,2000
29.664513111114502,2687,2266,1934,1516,1200,2000
29.71548080444336,2736,2302,2006,1609,1200,2000
29.76803994178772,2763,2357,2025,1661,1200,2000
29.82140803337097,2801,2367,2094,1691,1200,2000
29.87301206588745,2861,2374,2083,1698,1200,2000
29.922837018966675,2952,2415,2186,1766,1200,2000
29.973849773406982,2990,2450,2169,1828,1200,2000
30.02491283416748,2983,2517,2245,1799,1200,2000
30.07770299911499,3072,2549,2301,1840,1200,2000
30.130199909210205,3041,2614,2305,1923,1200,2000
30.18188190460205,3093,2655,2358,1926,1200,2000
30.238622903823853,3186,2723,2397,2014,1200,2000
30.294663906097412,3251,2738,2475,2037,1200,2000
30.348559856414795,3230,2814,2523,2118,1200,2000
30.401070833206177,3300,2816,2494,2110,1200,2000
30.45896291732788,3380,2836,2544,2216,1200,2000
